frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1148,549,[2150.7943842703608 1299.2581273047117 2947.5790216730966 2063.9004032559938],[2436.97802734375 1824.2237548828125 2647.5625 1915.8175048828125],0.664244533,BP63LYH,0.821261581
1149,549,[2154.554093613784 1305.4665923100831 2946.030565212537 2065.0573509472133],[2440.740478515625 1831.393798828125 2647.79541015625 1928.638916015625],0.685755551,BP63LYH,0.435396169
1151,549,[2159.1475272602406 1312.7288297250382 2949.7132044508744 2068.640605166657],[2447.022216796875 1841.8441162109375 2656.948486328125 1940.9693603515625],0.689079881,BP63LYH,0.924308517
1152,549,[2156.382207070644 1318.3659791642365 2948.5999903214283 2075.0638000190347],[2446.9892578125 1847.700439453125 2663.86962890625 1948.242919921875],0.664243996,BP63LYH,0.649431669
1153,549,[2157.056682295304 1322.9166594612607 2950.9065884532138 2080.739917232818],[2449.04541015625 1852.2601318359375 2664.163330078125 1951.948974609375],0.703525424,BP63LYH,0.692782911
1154,549,[2149.4912322828877 1323.6065801728382 2950.712468472006 2088.535909982256],[2454.22412109375 1862.811767578125 2663.08740234375 1962.9942626953125],0.695002913,BP63LMH,0.583215675
1156,549,[2146.8791524618487 1325.3956145462319 2965.660858787527 2110.020366784941],[2452.470703125 1872.667236328125 2668.856689453125 1973.98388671875],0.710111558,BP63LYH,0.716750195
1159,549,[2145.064408080836 1337.133846985575 2967.3170649916733 2134.1415061941407],[2462.1123046875 1896.1611328125 2680.210693359375 1992.4090576171875],0.667927027,BP63LYH,0.8738736
1160,549,[2142.814416667835 1341.3757316168653 2963.5720366566766 2139.073143043509],[2467.9658203125 1907.9219970703125 2681.79638671875 2000.0885009765625],0.700532079,BP63LYH,0.783116774
1161,549,[2148.2316664858517 1347.4689459242009 2963.4273001141037 2141.100763123679],[2466.358154296875 1910.7906494140625 2689.146240234375 2010.209228515625],0.698291838,BP63LYH,0.809626225
1167,549,[2178.9274461781724 1379.2710264173325 2966.072527746915 2137.4728929027165],[2483.7314453125 1950.1314697265625 2705.86767578125 2051.290283203125],0.714285374,BP63LYH,0.46702067
1168,549,[2185.5330872987124 1388.188325029943 2968.7592543601063 2136.689825545737],[2487.7646484375 1953.249755859375 2706.7578125 2051.2099609375],0.704731345,BP63LYH,0.581368061
1169,549,[2191.25015882423 1393.2702928749377 2973.3790730167443 2132.8890719353926],[2491.989990234375 1963.5552978515625 2707.594482421875 2059.061279296875],0.701181471,BP63LYH,0.455841914
1170,549,[2192.6425564793267 1396.9955120518023 2979.0821550226224 2134.9779000015474],[2490.744140625 1971.318603515625 2714.215576171875 2069.58984375],0.711418569,BP63LYH,0.573003289
1171,549,[2190.482734794436 1400.1507461225829 2977.644560045675 2136.29764035552],[2487.316162109375 1970.3946533203125 2714.18896484375 2077.81640625],0.701334119,BP63LYH,0.837730162
1172,549,[2195.471472017163 1402.7731489154899 2988.4899755337237 2138.9154766211923],[2494.208984375 1980.687744140625 2720.6064453125 2087.599365234375],0.699748397,BP63LYH,0.639775722
1173,549,[2202.042382367903 1409.3398825521203 2994.7649793295195 2138.3329095750837],[2493.87841796875 1993.039306640625 2727.345947265625 2097.25048828125],0.683405399,BP63LYH,0.582892228
1174,549,[2212.939717195497 1416.5712604886762 3005.426580178953 2138.309286320127],[2495.969970703125 1996.651611328125 2727.0615234375 2101.73291015625],0.71503818,BP63LYH,0.591526349
1175,549,[2214.371000258602 1421.0299693142058 3010.4022717256703 2138.9268576908225],[2500.623046875 2003.460693359375 2725.85302734375 2109.865478515625],0.715264976,BP63LYH,0.714363898
1176,549,[2217.2340434996945 1426.520433312603 3014.8463450502145 2137.806235135965],[2500.809326171875 2010.2904052734375 2728.746337890625 2112.76123046875],0.721666038,BP63LYH,0.608228642
1177,549,[2217.7286254924056 1432.4189324866074 3017.575605706564 2138.70072105072],[2502.398681640625 2017.5802001953125 2732.943115234375 2124.432373046875],0.722642362,BP63LYH,0.679514268
1179,549,[2220.7660593377555 1448.6362172013157 3017.87487728814 2140.937453925997],[2509.570556640625 2035.232666015625 2741.5849609375 2138.18994140625],0.697513521,BP63LYH,0.232266136
1180,549,[2220.6086050972126 1452.4944923240569 3016.778203623194 2139.0639075348618],[2510.60986328125 2037.375 2744.693115234375 2145.106201171875],0.696050346,BP63LYH,0.429421391
1181,549,[2224.139051029179 1461.2756870727962 3016.210664410302 2138.100161716027],[2510.093017578125 2041.77587890625 2744.343505859375 2150.83642578125],0.704587877,BP63LMH,0.255832482
1182,549,[2224.6631663854537 1470.0212493573486 3013.53463676342 2138.199596791103],[2518.456787109375 2056.21435546875 2744.59716796875 2152.645751953125],0.700403333,BP63LYH,0.873436883
1183,549,[2224.815017421517 1475.4021106707387 3016.9743024934114 2139.2387813048113],[2515.447998046875 2059.4970703125 2745.2255859375 2159.3203125],0.710518658,BP63LYH,0.580251726
1184,549,[2216.203408849413 1479.055794496871 3014.383366696788 2142.586063659295],[2520.20361328125 2067.574462890625 2746.4912109375 2160.0],0.698165059,BP63LYH,0.826279442
1185,549,[2223.9658217859164 1484.5973796825044 3020.1002276638005 2140.2166517291707],[2528.10986328125 2080.1123046875 2760.488525390625 2160.0],0.668399036,BP63LYH,0.860758045
1208,411,[2095.517315908314 1225.396666680438 2673.1914016534142 1685.8876089997123],[2319.933837890625 1508.416748046875 2481.3486328125 1612.40234375],0.385778695,VC65ZFX,0.180771986
1209,411,[2097.9629499840507 1229.555470272384 2674.4668214545463 1688.0798953569272],[2315.61572265625 1529.9234619140625 2477.319091796875 1614.3369140625],0.485318959,NG65ZFX,0.314332846
1211,411,[2095.8914404781494 1234.2876434258635 2678.8428726498455 1697.3102613043534],[2317.815673828125 1542.1318359375 2472.317138671875 1624.194580078125],0.54409492,NC65ZFX,0.278658561
1214,411,[2093.8713933280023 1240.7115340422986 2687.4960723341555 1713.7881790172462],[2319.14453125 1539.3270263671875 2477.421630859375 1630.3084716796875],0.488948733,NG65ZFY,0.252843673
1215,411,[2090.112903372411 1244.0741971026512 2689.2085071324304 1722.6221036656725],[2308.4189453125 1546.9666748046875 2486.51025390625 1640.186767578125],0.623354375,AG65ZFX,0.536026745
1216,411,[2087.846824919629 1246.1329037680787 2689.329215778126 1727.9927295831856],[2312.164306640625 1543.7596435546875 2490.48486328125 1645.9508056640625],0.625408947,KG65ZFX,0.222443201
1217,411,[2088.7033241245726 1249.1589926720558 2693.496282370362 1734.5204179421496],[2314.848876953125 1549.9757080078125 2498.364501953125 1652.8634033203125],0.636885524,NG65ZFX,0.259918392
1219,411,[2089.743889148384 1256.41507071746 2694.8187944542387 1741.2687180199707],[2315.176025390625 1567.939453125 2492.105712890625 1654.60693359375],0.606852651,AG65ZFX,0.160970649
1222,411,[2088.6870293151583 1272.054359547362 2693.2201783144164 1754.142302840733],[2321.458740234375 1582.200439453125 2491.51025390625 1669.8658447265625],0.595872879,NG65ZFX,0.315093108
1225,411,[2088.115098151775 1278.9850237431783 2699.004991961075 1765.225712587016],[2339.4404296875 1592.2628173828125 2494.888916015625 1677.9752197265625],0.503736138,NG65ZFX,0.685008612
1229,411,[2083.101946211757 1287.2938079506341 2709.3897965739793 1786.8369458807122],[2324.363525390625 1608.6146240234375 2507.633056640625 1704.5509033203125],0.672135234,WG65ZFX,0.275723985
1232,411,[2090.3447481635544 1298.2280887814738 2719.8317328892044 1801.4565647833365],[2332.62451171875 1625.1009521484375 2493.58447265625 1709.6129150390625],0.623296142,OG65ZFX,0.481651472
1234,411,[2092.408380833958 1307.4803894584893 2722.910526173818 1813.3308826686048],[2325.53125 1636.99072265625 2515.771240234375 1722.276123046875],0.667335451,OG65ZFX,0.239542406
1236,411,[2095.8287920834314 1322.3465929459917 2726.027577402055 1828.9856149181287],[2339.579833984375 1638.966064453125 2526.89599609375 1738.77099609375],0.682131886,AG65ZFX,0.116182457
1238,411,[2096.461124962707 1329.56178229958 2728.199227108538 1838.7319510783145],[2342.627197265625 1650.2413330078125 2528.798583984375 1748.7506103515625],0.656972051,AG65ZFX,0.329324543
1250,411,[2100.7159053531163 1375.6528831110747 2757.9068270379544 1906.249608840619],[2352.790283203125 1717.44140625 2542.8447265625 1807.60546875],0.667215049,WG65ZFX,0.213503283
1251,411,[2103.4034266879985 1381.4265974918749 2761.8541068210616 1912.5049210021302],[2356.59228515625 1727.713623046875 2544.39111328125 1819.858154296875],0.683080196,NG65ZFX,0.310381119
1254,411,[2104.946359566283 1397.7705187526403 2767.941935093681 1930.2856393639572],[2360.122802734375 1735.782470703125 2549.025390625 1832.5211181640625],0.686095357,NG65ZFX,0.614570127
1256,411,[2108.663476229151 1405.6355309952519 2777.768276364902 1942.567495638541],[2362.59033203125 1744.0555419921875 2551.9375 1843.267578125],0.668786526,AG65ZFX,0.27352983
1257,411,[2106.4645940624837 1409.5686314332352 2779.6976128368706 1949.4350140212289],[2359.210693359375 1764.3548583984375 2551.76904296875 1850.4510498046875],0.650617599,HG65ZFX,0.244227204
1258,411,[2104.4925149010974 1411.6163937719894 2782.723532672932 1955.9732139354287],[2366.10791015625 1765.7830810546875 2553.831298828125 1853.765625],0.657238185,NG65ZFX,0.505325843
1259,411,[2105.4845237254444 1417.0484264598854 2785.506731992848 1962.6058399079793],[2368.097900390625 1773.20947265625 2548.08642578125 1865.33349609375],0.6824646,WG65ZFX,0.497516594
1260,411,[2108.298782791812 1422.6215747614644 2793.2242565221263 1971.4012511495848],[2370.82470703125 1776.4493408203125 2563.426025390625 1867.7669677734375],0.678135157,NG65ZFX,0.610282769
1261,411,[2106.288824671305 1424.531166601401 2795.610676799432 1977.2403641749806],[2368.164794921875 1776.703857421875 2566.794677734375 1869.45703125],0.69487375,OG65ZFX,0.130935204
1262,411,[2108.7521430583442 1430.247451075038 2798.7335386116974 1983.8217560868102],[2377.012939453125 1786.798828125 2570.9033203125 1881.10107421875],0.695695579,NG65ZFY,0.327737307
1263,411,[2110.979969712351 1434.7504672613186 2798.3793729255103 1986.6151679294808],[2375.65380859375 1791.8089599609375 2578.89501953125 1887.5635986328125],0.659685254,NG65ZFX,0.436998745
1265,411,[2113.1783660455417 1445.0954232080328 2802.4027440304158 1998.2235670471678],[2375.772216796875 1803.7847900390625 2571.95068359375 1893.9942626953125],0.657649219,WG65ZFX,0.426296373
1266,411,[2119.5386100712376 1449.7696349150615 2811.275823986391 2004.3224201891398],[2386.744140625 1810.363037109375 2575.851806640625 1902.122314453125],0.678302169,NG65ZFX,0.35303077
1268,411,[2116.206433686636 1461.7325748244702 2811.6502844213355 2018.8091315008276],[2387.819091796875 1820.2965087890625 2576.9736328125 1911.5877685546875],0.6831249,NG65ZFX,0.553270043
1269,411,[2116.4959453812025 1467.1554368702286 2814.032058484447 2026.1383741106417],[2378.721923828125 1827.0230712890625 2578.2255859375 1924.4798583984375],0.69205755,NC65ZFX,0.442450042
1270,411,[2117.8622543313822 1470.5091416155037 2818.2334617212473 2032.2454782908926],[2388.156005859375 1829.3031005859375 2579.16357421875 1926.6240234375],0.699241936,NG65ZFX,0.278319945
1271,411,[2122.13744196743 1474.5863735744667 2822.7436236046083 2038.5516636909026],[2386.215087890625 1838.698974609375 2585.564208984375 1935.010986328125],0.677169979,NG65ZFX,0.517847803
1272,411,[2118.010201122883 1480.434858381439 2822.623932498107 2048.2891857382833],[2391.922119140625 1847.3697509765625 2589.384033203125 1938.8668212890625],0.661540091,WG65ZFX,0.334010922
1273,411,[2115.155536988664 1484.9992393990826 2823.033917019289 2055.480444075665],[2391.476806640625 1855.6788330078125 2589.51513671875 1942.2474365234375],0.667453706,NG65ZFX,0.286080213
1277,411,[2121.9082603669913 1505.7355934130317 2833.7344967327963 2079.589266719726],[2395.973876953125 1874.385498046875 2595.516357421875 1969.128662109375],0.701522827,NG65ZFX,0.283240903
1278,411,[2124.12062393017 1512.669114826723 2835.261249903678 2084.7211852903865],[2400.711181640625 1883.07275390625 2600.806640625 1977.32666015625],0.706933737,NG65ZFX,0.183812327
1279,411,[2126.597628869169 1516.9707861299312 2839.7340374696832 2090.364401849095],[2399.089599609375 1884.799072265625 2600.678466796875 1983.1622314453125],0.687629938,NG65ZFX,0.280488963
1281,411,[2125.830258026675 1521.9564020032178 2846.7546244159294 2100.779212513813],[2413.059814453125 1908.8873291015625 2607.453369140625 1998.2244873046875],0.675051749,NG65ZFX,0.497459123
1283,411,[2132.4420805609366 1531.5529485232523 2853.8748818467493 2108.8926827585124],[2415.4482421875 1916.353759765625 2618.260986328125 2012.5709228515625],0.723361254,NG65ZFX,0.541655778
1284,411,[2138.2345563764666 1538.562074023584 2859.651425166485 2114.9067779757193],[2403.032958984375 1925.1240234375 2617.953369140625 2021.5458984375],0.704047561,NG65ZFX,0.737105728
1286,411,[2142.8355670142023 1551.329768146613 2865.4167931078387 2125.6534042943795],[2410.4853515625 1933.7281494140625 2625.466796875 2032.9237060546875],0.69705224,NG65ZFX,0.657984398
1287,411,[2147.319532930456 1558.3376493759151 2870.761570603957 2132.629162955647],[2427.292236328125 1943.5989990234375 2626.86767578125 2037.1636962890625],0.676744521,NG65ZFX,0.47950822
1289,411,[2150.774138233931 1566.379996775171 2879.280464307735 2143.9678219506304],[2427.901123046875 1956.51708984375 2628.47021484375 2051.197265625],0.709843934,NG65ZFX,0.633641272
1293,411,[2158.1048486095888 1592.6860882659294 2876.3452698126907 2147.6350512135355],[2433.164794921875 1983.380859375 2640.21435546875 2081.719482421875],0.71526587,NG65ZFX,0.489606014
1294,411,[2162.6123468192905 1598.5260436436427 2882.132537325212 2151.232622475212],[2437.204833984375 1985.5096435546875 2638.367431640625 2084.2685546875],0.705267608,NG65ZFX,0.319898102
1295,411,[2176.449107246134 1605.1121053694546 2889.8496067323986 2150.619027699236],[2428.5625 1995.46337890625 2642.7255859375 2089.925537109375],0.707745492,NG65ZFX,0.450234579
1296,411,[2174.9213285756596 1610.9514311560083 2887.01877485379 2151.485466360478],[2441.756103515625 2007.5654296875 2644.667724609375 2096.80517578125],0.706822991,NG65ZFX,0.645910501
1297,411,[2177.3326354989813 1613.5090031308978 2889.0237721363346 2149.8767282932267],[2441.689453125 2009.9674072265625 2645.77587890625 2103.33642578125],0.70717591,WG65ZFX,0.417632027
1298,411,[2186.6030718434627 1613.7975384984782 2900.1032036003135 2148.0220465698885],[2443.384033203125 2016.901611328125 2645.0947265625 2110.946044921875],0.7143417,NG65ZFX,0.339471551
1300,411,[2198.478685682516 1619.5992141925985 2908.8415983739214 2145.122028437333],[2446.201171875 2026.2733154296875 2661.087646484375 2124.59912109375],0.71326983,NG65ZFX,0.265228155
1302,411,[2213.358601583884 1637.7033016697744 2909.926646452856 2143.0183841914],[2458.772705078125 2053.916015625 2664.82861328125 2144.826416015625],0.698335111,NG65ZFX,0.359310167
1303,411,[2217.4648609712685 1646.089199604472 2909.3091062821513 2141.9365734849544],[2461.383056640625 2056.311767578125 2668.191162109375 2149.77392578125],0.720031202,NG65ZFX,0.60140725
1305,411,[2199.7919963223103 1657.4018292738754 2901.219848877206 2144.948433835631],[2455.7470703125 2065.90087890625 2670.920166015625 2160.0],0.728821933,NG65ZFX,0.520097684
1319,607,[1019.4763256690113 896.634849171691 1669.5367986656538 1630.858725144781],[1239.1695556640625 1406.0684814453125 1408.29638671875 1509.11328125],0.457962751,NL54OIX,0.108910092
1320,607,[1013.3088538828385 895.2658678808755 1666.6795639031484 1637.1747028721293],[1237.33740234375 1409.625 1403.8172607421875 1509.09716796875],0.471880317,HL64OGX,0.722567227
1337,607,[968.8018313071698 1012.4339862057357 1635.7329105382569 1711.2177046829172],[1199.67724609375 1500.2484130859375 1381.5126953125 1586.662841796875],0.653453469,NL61OGX,0.188569397
1340,607,[968.0519621971381 1056.340942095851 1625.5493746989837 1735.3851554848852],[1196.53857421875 1510.3917236328125 1377.815185546875 1604.746337890625],0.672795177,NL64OGX,0.970868733
1341,698,[683.2059247067602 1648.1988742773033 1414.5018496227804 2148.3039267307804],[944.86328125 1993.572265625 1179.159912109375 2139.556640625],0.537741125,LI61PZS,0.256391148
1342,698,[678.8513565673361 1654.9213029436614 1408.1838702094065 2148.435375710198],[920.1903076171875 1990.3740234375 1187.0635986328125 2146.07373046875],0.404220402,LL61PZS,0.333491262
1343,698,[667.8025761832132 1658.391382634176 1398.355652583085 2142.3040516102924],[915.2607421875 2034.1248779296875 1182.33544921875 2155.643798828125],0.574257672,LL61FZS,0.627409325
1345,607,[958.7575739741214 1089.2959663202585 1621.4513256720907 1754.267742482164],[1181.677490234375 1537.7354736328125 1371.579833984375 1630.4293212890625],0.692851722,NL64OGX,0.368805451
1345,698,[635.5501746196319 1672.0648937382016 1375.5518051833837 2137.2617163991385],[917.133544921875 2059.724853515625 1162.130859375 2160.0],0.634687901,LL61PZS,0.463105997
1350,607,[938.2076826628429 1109.7184871907289 1617.8500540920138 1790.711699114563],[1169.3660888671875 1567.37548828125 1354.7025146484375 1656.919921875],0.626864433,NL64OGY,0.388057748
1351,607,[936.127241246215 1114.563176816026 1618.7779603437275 1796.7006440991572],[1166.8509521484375 1572.050537109375 1352.6572265625 1662.308349609375],0.624636889,NL64OGY,0.373891487
1352,607,[930.3072436601548 1122.258882794871 1611.6829829799385 1798.4711026242871],[1166.1783447265625 1586.06298828125 1346.262939453125 1669.5118408203125],0.628479242,NL64OGX,0.388849719
1357,862,[911.40269515654 1136.8212693025403 1583.766281970993 1835.822900286785],[1151.962646484375 1605.4105224609375 1344.2138671875 1702.0535888671875],0.652903259,HL64OGY,0.53187018
1362,607,[875.2053206152775 1161.9454517422782 1599.5961008301408 1858.0709728104625],[1135.0235595703125 1637.9598388671875 1329.0362548828125 1729.92236328125],0.654631495,HL64OGX,0.225515344
1363,607,[873.9409297314194 1162.3863258744514 1604.5773976572664 1864.9883549787153],[1136.2274169921875 1641.522705078125 1327.0576171875 1737.7677001953125],0.671043575,ML64OGX,0.744216189
1365,607,[866.2835912313717 1175.5057739167603 1600.406813123781 1879.8541053296126],[1128.5755615234375 1651.5238037109375 1326.3372802734375 1748.1690673828125],0.6561988,NL64OCX,0.762865212
1366,607,[861.9519869279427 1177.122273934927 1598.9801053060726 1882.9556229982309],[1124.8092041015625 1653.2607421875 1327.8277587890625 1751.332763671875],0.667944908,NL64OCX,0.675164027
1367,607,[859.05909537715 1180.843670158635 1598.3798500438143 1886.907204627058],[1123.1788330078125 1662.9019775390625 1317.993408203125 1759.846435546875],0.648933768,NL64OCX,0.691266404
1367,623,[2468.223164798607 1667.4568760622562 3091.830936424603 2134.2911255510526],[2700.533447265625 2072.28662109375 2879.317626953125 2143.6669921875],0.644522429,OR05VKI,0.089015942
1368,623,[2474.1553754707265 1672.5715652591516 3101.260552003889 2136.1234136589505],[2694.778564453125 2071.88525390625 2897.8271484375 2146.51611328125],0.604353964,OR05VKJ,0.354352729
1369,623,[2472.5078724651316 1675.9240517365752 3109.4111419927244 2142.4034159060207],[2696.342041015625 2072.94970703125 2896.332275390625 2156.058837890625],0.700525761,MR05VKJ,0.431620542
1369,607,[858.0050653481328 1188.4847765740592 1597.3678459757439 1891.6513162170693],[1119.64794921875 1682.00537109375 1304.673095703125 1772.114501953125],0.676284671,NL64OGY,0.419910412
1370,623,[2474.3889928514504 1682.5825777433588 3114.7068460254864 2146.1925535061623],[2689.9365234375 2075.173828125 2896.927734375 2159.197998046875],0.670601606,OF05VKJ,0.612655017
1371,607,[854.5099991637628 1202.7711732942344 1590.4049999279969 1897.8510447775125],[1113.5360107421875 1687.521728515625 1307.01806640625 1785.0279541015625],0.682405114,NL64OCX,0.657311352
1373,607,[856.183276780805 1213.1683090017266 1594.5242864222464 1906.0590874231175],[1105.8475341796875 1701.8594970703125 1305.2208251953125 1798.0770263671875],0.655754983,NL64OGX,0.954207648
1375,607,[839.8004407492141 1220.5153723858778 1594.9519346355332 1930.1623725112092],[1100.8524169921875 1711.5472412109375 1297.552734375 1810.1334228515625],0.66429621,NL64OGX,0.110039649
1376,607,[831.3220707314656 1228.6362003732713 1595.9181108683724 1950.5716373485966],[1102.6573486328125 1716.7247314453125 1300.09716796875 1813.8695068359375],0.668401122,WL64OGX,0.174059263
1377,607,[823.2270985348907 1231.9124344592199 1595.493282991315 1962.476327035177],[1100.5009765625 1726.864013671875 1295.3255615234375 1820.728271484375],0.679174244,NL64OGY,0.273829082
1380,607,[800.7450107378054 1239.8659793372672 1575.44453198782 1975.0897709086767],[1089.3765869140625 1749.6412353515625 1284.69775390625 1842.1556396484375],0.657324493,NL64OGX,0.112063424
1381,607,[794.5144203669555 1241.430775425561 1570.6312717110227 1978.5652430760792],[1087.5966796875 1750.1590576171875 1286.443359375 1844.1141357421875],0.664750516,NL64OGX,0.075941435
1382,607,[791.70325667505 1244.2346654412024 1571.0119065691292 1986.5207923734836],[1076.00537109375 1752.046142578125 1285.7061767578125 1849.9306640625],0.665757358,NL64OGX,0.120591269
1382,625,[2233.671907064055 1324.2530847824105 2843.074398017003 1885.2833641206162],[2444.917236328125 1707.6968994140625 2615.0419921875 1798.0667724609375],0.585614443,LP14LJE,0.464794029
1383,625,[2232.645571235443 1327.2073204968808 2846.6365292945347 1891.7412449496587],[2448.604248046875 1726.9556884765625 2623.992431640625 1804.4012451171875],0.493065387,LP14LJA,0.14725544
1384,625,[2235.6053169652405 1328.1445459695958 2855.531736888877 1896.2582852671621],[2455.01904296875 1729.5966796875 2629.15576171875 1805.274169921875],0.563921332,LP14LJA,0.614947845
1385,625,[2234.784621218645 1331.7608913236595 2857.0599676629695 1901.192367940107],[2463.136474609375 1734.462158203125 2628.80419921875 1802.893798828125],0.572059214,LP14LJI,0.366303812
1386,625,[2231.4704562860006 1335.8090032511523 2855.6748164277606 1906.5552263413567],[2462.958984375 1736.6444091796875 2635.87939453125 1814.3104248046875],0.657063305,LP14LJA,0.34029901
1387,625,[2230.9746842985555 1338.44330145406 2857.8816673041383 1911.3724634559694],[2464.4501953125 1736.120849609375 2634.330322265625 1813.7169189453125],0.645145059,LP14LJA,0.440891685
1388,607,[769.188567975878 1273.1967398373338 1557.967170292407 2033.890483776635],[1060.702392578125 1795.59521484375 1278.64306640625 1896.65185546875],0.660408854,NL64CGZ,0.159276852
1389,625,[2232.9356556332523 1344.291372403574 2866.2318605688993 1924.9558060104832],[2468.19873046875 1738.06982421875 2658.6650390625 1824.874267578125],0.688032329,LP14LJA,0.463517003
1390,607,[761.3311639993574 1286.0944685682462 1552.09203904784 2051.481185034837],[1060.6314697265625 1808.029296875 1263.6859130859375 1904.3841552734375],0.649214804,NL64OCY,0.335272957
1391,607,[760.5893806159597 1294.1028890735183 1553.484702809153 2061.342039462132],[1056.32666015625 1814.7542724609375 1258.0909423828125 1914.6141357421875],0.660166919,NL64OGX,0.106271133
1391,625,[2234.5659247529684 1348.715806817369 2870.813628973923 1934.1972993895488],[2475.488525390625 1756.751220703125 2667.08349609375 1846.77685546875],0.644481599,LP14LJA,0.783761261
1392,607,[762.5639152960123 1301.1478869855694 1552.373952939637 2064.800032141726],[1052.3504638671875 1821.7613525390625 1261.0123291015625 1922.2950439453125],0.683988214,NL60CCY,0.242393893
1392,625,[2236.653446965383 1354.510898464367 2872.8662287181955 1940.6228660461197],[2473.93798828125 1756.6875 2667.368408203125 1846.833251953125],0.632149935,LP14LJA,0.545058078
1394,625,[2243.555948657107 1363.9111805671587 2876.8221414757572 1948.894675819451],[2470.09521484375 1767.442138671875 2672.12353515625 1860.0286865234375],0.661689997,LP14LJA,0.876059083
1395,607,[752.7370992892587 1318.4023095558384 1547.9802400020203 2086.980578145033],[1040.351806640625 1842.06884765625 1256.0020751953125 1944.82177734375],0.666525364,NL64OCX,0.217572296
1396,607,[748.197241075092 1323.2790256684266 1545.913637159999 2094.3306974575044],[1039.9742431640625 1847.0281982421875 1258.4976806640625 1946.4302978515625],0.678147256,NL64OGX,0.324581754
1397,607,[747.5700829966343 1329.179072368144 1541.4038072880242 2096.800026425174],[1039.1229248046875 1854.185302734375 1252.8465576171875 1956.435791015625],0.672967851,NL64OGX,0.151082363
1398,607,[742.647134570092 1332.7977682108944 1537.6335652401744 2101.9329031686116],[1033.2474365234375 1864.105224609375 1248.7144775390625 1963.364501953125],0.677731156,NL64OGX,0.239074389
1398,625,[2250.200348219129 1380.4543554677928 2889.3794632320833 1971.8381167502916],[2491.320068359375 1786.080078125 2682.10107421875 1865.041015625],0.66100055,LP14LJA,0.15964884
1399,607,[737.9040867966334 1336.391734276202 1535.1804927947874 2108.938045616113],[1028.97216796875 1866.846435546875 1247.244873046875 1967.81298828125],0.689582527,NL64OCX,0.150934923
1401,607,[725.2530741560544 1346.6740037989364 1529.5696648575522 2125.4302131906115],[1025.916259765625 1881.0843505859375 1240.1646728515625 1985.263671875],0.685425758,NL64OGX,0.33598602
1403,625,[2258.898757093871 1403.1694198994628 2900.8820045516254 1994.7837788833358],[2501.990478515625 1813.2857666015625 2690.66015625 1897.5897216796875],0.581329763,LP14LJA,0.551931627
1405,625,[2261.0423601696 1410.1283963115125 2907.6203742475673 2008.1242033955605],[2494.95068359375 1813.3546142578125 2697.942138671875 1907.0028076171875],0.697785258,LP14LJA,0.328807353
1406,607,[714.4382173379001 1365.7486211877833 1523.3077959033094 2146.248914848848],[1014.9944458007812 1915.345458984375 1227.8409423828125 2016.86279296875],0.722427189,NL64OGY,0.136157995
1406,625,[2262.9774656492737 1414.9333292604615 2914.001362148325 2017.9654803473777],[2503.414306640625 1825.306640625 2695.871337890625 1915.475830078125],0.701065063,LP14LJA,0.382563512
1407,625,[2264.6694476747034 1419.913528886005 2920.2420093376904 2027.0927911219933],[2505.550048828125 1826.5902099609375 2703.4365234375 1916.1295166015625],0.681633234,LP14LJA,0.4112852
1408,625,[2266.516394398846 1421.4590468882502 2924.5507088903987 2031.2629809240154],[2506.777587890625 1834.6585693359375 2704.3681640625 1920.1256103515625],0.664853275,LP13LJA,0.287192281
1409,625,[2271.1292546907207 1424.8271875539135 2931.6379075715217 2037.324785683636],[2505.084228515625 1836.03662109375 2711.625732421875 1929.52587890625],0.675780714,LP14LJA,0.234505472
1410,625,[2271.2388264160354 1429.7746571549383 2932.62670614438 2043.5114333366594],[2510.15771484375 1843.0535888671875 2713.8203125 1941.3511962890625],0.682814419,LP14LJA,0.481899503
1411,625,[2270.8872205852713 1432.250784329214 2933.4001423353025 2047.159198329714],[2509.07666015625 1845.8603515625 2714.816650390625 1942.8212890625],0.686434746,LP14LJA,0.440780587
1412,607,[697.8100474744483 1402.4836441310663 1496.6010007505965 2138.5880075430623],[990.7417602539062 1959.678955078125 1209.1776123046875 2062.324951171875],0.683290482,NL60OGX,0.238946821
1413,607,[695.4921488774175 1409.0487471137271 1494.7800380381595 2140.9641220413205],[985.509521484375 1969.0247802734375 1211.885498046875 2073.922119140625],0.693348348,NL64OGX,0.156820999
1413,625,[2274.076391141256 1442.5916899685624 2936.5884359050942 2057.834147253018],[2511.473388671875 1862.0584716796875 2721.33935546875 1957.8226318359375],0.683303058,LP14LJA,0.357099523
1414,625,[2272.7298213184026 1444.424514391275 2937.8603976641693 2062.8341973303495],[2514.422119140625 1866.5438232421875 2724.431640625 1961.7572021484375],0.688459635,LP14LJA,0.435921303
1415,625,[2274.775458802559 1448.151798708171 2940.903405634594 2068.0305799797243],[2520.1904296875 1872.5196533203125 2722.530029296875 1966.9888916015625],0.718170702,LF14LJA,0.259112041
1416,625,[2278.5610181322963 1452.9532269192086 2945.725296497435 2073.396335134773],[2517.0810546875 1872.7149658203125 2724.013916015625 1967.4471435546875],0.709604025,LP14LJA,0.26566927
1416,607,[686.2238130004605 1421.3741125882707 1486.0031506629994 2141.699799884606],[977.2139892578125 1992.5284423828125 1201.962158203125 2099.38720703125],0.692849815,NL64OGX,0.191838293
